ID,Attrition,Work Life Balance,Job Satisfaction,Marital status,Employment Type,Gender,Department,Salary,Monthly Income,Requested Days,Age
20002769,1,1,3,2,1,0,4,34250,42461.54,0,56
20002770,1,1,3,2,1,0,4,34250,42461.54,55,40
20002771,1,1,3,2,0,1,4,24350,32561.54,8,41
20002772,1,1,3,0,1,0,4,34250,42461.54,34,45
20002773,1,1,3,0,0,1,4,24350,32561.54,0,44
20002774,1,1,3,0,0,1,4,24350,32561.54,16,40
20002775,1,1,3,2,1,1,4,34250,42461.54,10,43
20002776,1,1,3,0,1,1,4,34250,42461.54,262,44
20002777,1,1,3,0,0,1,4,24350,32561.54,0,45
20002778,1,1,3,2,1,1,4,34250,42461.54,43,43
20002779,1,1,3,0,1,1,4,34250,42461.54,9,39
20002780,1,1,3,0,1,1,4,34250,42461.54,253,43
20002781,1,1,3,0,1,1,4,34250,42461.54,0,43
20002782,1,1,3,0,1,1,4,34250,42461.54,30,49
20002783,1,1,3,0,1,1,4,34250,42461.54,14,39
20002784,1,1,3,0,0,1,4,24350,32561.54,58,58
20002785,1,1,3,0,1,1,4,34250,42461.54,20,41
20002786,1,1,3,0,1,1,4,34250,42461.54,32,40
20002787,1,1,3,2,1,1,4,34250,42461.54,28,49
20002788,1,1,3,0,1,0,4,34250,42461.54,36,43
20002789,1,1,3,0,0,1,4,24350,32561.54,0,36
20002790,1,1,3,0,0,1,4,24350,32561.54,47,43
20002791,1,1,3,2,1,1,4,34250,42461.54,4,51
20002792,1,1,3,0,1,1,4,34250,42461.54,61,47
20002793,1,1,3,0,1,0,4,34250,42461.54,0,41
20002794,1,1,3,2,1,1,4,34250,42461.54,44,39
20002795,1,1,3,2,1,1,4,34250,42461.54,5,56
20002796,1,1,3,2,1,1,4,34250,42461.54,42,53
20002797,1,1,3,2,1,1,4,34250,42461.54,0,45
20002798,1,1,3,0,1,1,4,34250,42461.54,69,33
20002799,1,1,3,0,1,1,4,34250,42461.54,8,46
20002800,1,1,3,2,1,1,4,34250,42461.54,78,57
20002801,1,1,3,0,1,1,4,34250,42461.54,0,57
20002802,1,1,3,0,1,0,4,34250,42461.54,56,48
20002803,1,1,3,0,1,1,4,34250,42461.54,7,36
20002804,1,1,3,0,1,0,4,34250,42461.54,59,38
20002805,1,1,0,0,1,1,4,34250,42461.54,0,43
20002806,1,1,0,0,1,1,4,34250,42461.54,33,42
20002807,1,1,0,0,1,1,4,34250,42461.54,3,42
20002808,1,1,0,2,1,1,4,34250,42461.54,58,58
20002809,1,1,0,0,1,1,4,34250,42461.54,3,45
20002810,1,1,0,0,0,1,4,24350,32561.54,20,45
20002811,1,1,0,0,1,1,4,34250,42461.54,5,43
20002812,1,1,0,0,1,0,4,34250,42461.54,49,33
20002813,1,1,0,2,1,1,4,34250,42461.54,30,47
20002814,1,1,0,0,1,1,4,34250,42461.54,28,45
20002815,1,1,0,0,1,1,4,34250,42461.54,20,41
20002816,1,1,0,0,0,0,4,24350,32561.54,32,40
20002817,1,1,0,0,1,1,4,34250,42461.54,0,43
20002818,1,1,0,2,1,1,4,34250,40923.08,45,52
20002819,1,1,0,0,1,1,4,34250,40923.08,5,41
20002820,1,1,0,0,1,1,4,34250,40923.08,62,54
20002821,1,1,0,2,0,1,4,24350,31023.08,0,53
20002822,1,1,0,0,0,0,4,24350,31023.08,40,36
20002823,1,1,0,0,0,1,4,24350,31023.08,15,35
20002824,1,1,0,0,0,1,4,24350,31023.08,49,37
20002825,1,1,0,2,1,1,4,34250,40923.08,0,41
20002826,1,1,0,2,1,1,4,34250,40923.08,25,56
20002827,1,1,0,0,1,1,4,34250,40923.08,42,40
20002828,1,1,0,2,1,1,4,34250,40923.08,48,54
20002829,1,1,0,0,1,1,4,34250,40923.08,0,37
20002830,1,1,0,0,1,1,4,34250,40923.08,147,39
20002831,1,1,0,0,1,1,4,34250,40923.08,17,38
20002832,1,1,0,0,1,1,4,34250,40923.08,42,34
20002833,1,1,0,0,1,1,4,34250,40923.08,0,38
20002834,1,1,0,0,1,0,4,34250,40923.08,40,38
20002835,1,1,0,2,1,1,4,34250,40923.08,5,47
20002836,1,1,0,2,1,1,4,34250,40923.08,57,40
20002837,1,1,0,0,1,0,4,34250,40923.08,0,41
20002838,1,1,0,0,0,0,4,24350,31023.08,54,38
20002839,1,1,0,0,1,1,4,34250,40923.08,10,38
20002840,1,1,0,0,1,1,4,34250,40923.08,40,42
20002841,1,1,0,0,1,1,4,34250,40923.08,7,50
20002842,1,1,0,0,1,1,4,34250,40923.08,73,42
20002843,1,1,0,0,1,1,4,34250,40923.08,5,52
20002844,1,1,0,0,1,1,4,34250,40923.08,84,38
20002845,1,1,0,0,1,1,4,34250,40923.08,0,41
20002846,1,1,0,0,1,1,4,34250,40923.08,18,35
20002847,1,1,0,0,1,1,4,34250,40923.08,16,40
20002848,1,1,0,0,1,0,4,34250,40923.08,195,38
20002849,1,1,0,2,1,1,4,34250,40923.08,0,38
20002850,1,1,0,0,0,0,4,24350,31023.08,60,44
20002851,1,1,0,0,1,1,4,34250,40923.08,20,46
20002852,1,1,0,0,0,1,4,24350,31023.08,77,30
20002853,1,1,0,0,0,0,4,24350,31023.08,21,35
20002854,1,1,0,0,1,0,4,34250,40923.08,49,38
20002855,1,1,0,2,0,1,4,24350,31023.08,15,50
20002856,1,1,0,0,1,1,4,34250,40923.08,75,46
20002857,1,1,0,0,1,1,4,34250,40923.08,0,60
20002858,1,1,0,0,0,1,4,24350,31023.08,36,47
20002859,1,1,0,0,0,1,4,24350,31023.08,2,34
20002860,1,1,0,0,0,0,4,24350,31023.08,175,43
20002861,1,1,0,0,1,1,4,34250,40923.08,0,46
20002862,1,1,0,2,1,0,4,34250,40923.08,38,49
20002863,1,1,0,0,1,1,4,34250,40923.08,11,49
20002864,1,1,0,0,1,1,4,34250,40923.08,212,45
20002865,1,1,0,0,1,1,4,34250,40923.08,0,44
20002866,1,1,0,2,1,0,4,34250,40923.08,34,49
20002867,1,1,0,0,0,1,4,24350,31023.08,3,47
20002868,1,1,0,0,1,1,4,34250,40923.08,74,43
20002869,1,1,0,0,1,0,4,34250,40923.08,1,42
20002870,1,1,0,0,1,1,4,34250,40923.08,71,43
20002871,1,1,0,2,1,1,4,34250,40923.08,24,42
20002872,1,1,0,0,1,0,4,34250,40923.08,188,42
20002873,1,1,0,0,1,1,4,34250,40923.08,0,43
20002874,1,1,0,0,1,1,4,34250,40923.08,42,47
20002875,1,1,0,0,1,1,4,34250,40923.08,25,45
20002876,1,1,0,2,1,0,4,34250,40923.08,78,49
20002877,1,1,0,0,1,1,4,34250,40923.08,0,44
20002878,1,1,0,0,1,0,4,34250,40923.08,69,51
20002879,1,1,0,0,0,0,4,24350,31023.08,30,42
20002880,1,1,0,2,1,1,4,34250,40923.08,56,43
20002881,1,1,0,0,0,1,4,24350,31023.08,0,51
20002882,1,1,0,0,1,1,4,34250,40923.08,53,54
20002883,1,1,0,0,1,0,4,34250,40923.08,7,49
20002884,1,1,0,0,1,1,4,34250,40923.08,81,46
20002885,1,1,0,2,1,0,4,34250,40923.08,0,73
20002886,1,1,0,2,1,1,4,34250,40923.08,180,54
20002887,1,1,0,0,1,1,4,34250,40923.08,3,44
20002888,1,1,0,0,1,1,4,34250,40923.08,50,46
20002889,1,1,0,0,1,1,4,34250,40923.08,0,46
20002890,1,1,0,2,1,1,4,34250,40923.08,25,45
20002891,1,1,0,0,1,0,4,34250,40923.08,7,47
20002892,1,1,0,0,1,1,4,34250,40923.08,58,41
20002893,1,1,0,0,1,1,4,34250,40923.08,0,44
20002894,1,1,0,0,1,1,4,34250,40923.08,32,40
20002895,1,1,0,2,1,1,4,34250,40923.08,3,39
20002896,1,1,0,0,1,1,4,34250,40923.08,72,52
20002897,1,1,0,0,1,1,4,34250,40923.08,14,44
20002898,1,1,0,0,1,1,4,34250,40923.08,80,42
20002899,1,1,0,0,1,1,4,34250,40923.08,13,43
20002900,1,1,0,0,1,1,4,34250,40923.08,65,42
20002901,1,1,0,0,0,1,4,24350,31023.08,0,52
20002902,1,1,0,0,0,1,4,24350,31023.08,43,47
20002903,1,1,0,2,1,1,4,34250,40923.08,21,45
20002904,1,1,0,0,1,1,4,34250,40923.08,105,47
20002905,1,1,0,0,1,0,4,34250,40923.08,0,43
20002906,1,1,0,0,1,1,4,34250,40923.08,35,48
20002907,1,1,0,0,1,0,4,34250,40923.08,20,44
20002908,1,1,0,0,1,0,4,34250,40923.08,43,40
20002909,1,1,0,2,1,0,4,34250,40923.08,0,44
20002910,1,1,0,2,1,0,4,34250,40923.08,31,36
20002911,1,1,0,0,1,0,4,34250,40923.08,16,62
20002912,1,1,0,0,1,1,4,34250,40923.08,70,45
20002913,1,1,0,0,1,1,4,34250,40923.08,0,54
20002914,1,1,0,0,1,1,4,34250,40923.08,36,42
20002915,1,1,0,0,1,1,4,34250,40923.08,7,43
20002916,1,1,0,0,1,1,4,34250,40923.08,64,38
20002917,1,1,0,0,0,0,4,24350,32561.54,0,46
20002918,1,1,0,0,0,0,4,24350,32561.54,67,49
20002919,1,1,0,0,1,1,4,34250,42461.54,20,47
20002920,1,1,0,0,1,1,4,34250,42461.54,155,47
20002921,1,1,0,0,0,1,4,24350,32561.54,0,48
20002922,1,1,0,0,1,1,4,34250,42461.54,47,47
20002923,1,1,0,2,1,1,4,34250,42461.54,5,47
20002924,1,1,0,0,1,1,4,34250,42461.54,64,48
20002925,1,1,0,0,1,1,4,34250,42461.54,7,48
20002926,1,1,0,2,1,1,4,34250,42461.54,20,48
20002927,1,1,0,2,1,1,4,34250,42461.54,11,44
20002928,1,1,0,0,1,1,4,34250,42461.54,164,48
20002929,1,1,0,0,1,1,4,34250,42461.54,0,45
20002930,1,1,0,2,1,1,4,34250,42461.54,55,46
20002931,1,1,0,0,1,1,4,34250,42461.54,8,47
20002932,1,1,0,0,1,1,4,34250,42461.54,56,46
20002933,1,1,0,0,1,1,4,34250,42461.54,0,46
20002934,1,1,0,0,1,1,4,34250,42461.54,22,45
20002935,1,1,0,0,1,1,4,34250,42461.54,17,44
20002936,1,1,0,0,1,1,4,34250,42461.54,159,55
20002937,1,1,0,0,0,0,4,24350,32561.54,0,48
20002938,1,1,0,0,1,1,4,34250,42461.54,57,50
20002939,1,1,0,0,0,1,4,24350,32561.54,40,48
20002940,1,1,0,0,0,0,4,24350,32561.54,59,45
20002941,1,1,0,0,1,0,4,34250,42461.54,13,45
20002942,1,1,0,0,0,0,4,24350,32561.54,55,40
20002943,1,1,0,0,1,0,4,34250,42461.54,2,46
20002944,1,1,0,2,0,1,4,24350,32561.54,40,62
20002945,1,1,0,0,0,0,4,24350,32561.54,0,42
20002946,1,1,0,2,1,0,4,34250,42461.54,159,54
20002947,1,1,0,2,1,1,4,34250,42461.54,4,37
20002948,1,1,0,0,1,0,4,34250,42461.54,43,39
20002949,1,1,0,0,1,1,4,34250,40923.08,0,40
20002950,1,1,0,0,1,1,4,34250,40923.08,32,40
20002951,1,1,0,0,1,1,4,34250,40923.08,120,41
20002952,1,1,0,0,1,1,4,34250,40923.08,286,36
20002953,1,1,0,0,1,1,4,34250,40923.08,2,39
20002954,1,1,0,0,1,1,4,34250,40923.08,60,37
20002955,1,1,0,0,1,1,4,34250,40923.08,20,37
20002956,1,1,0,0,0,1,4,24350,31023.08,74,41
20002957,1,1,0,0,1,1,4,34250,40923.08,0,40
20002958,1,1,0,2,0,0,4,24350,31023.08,42,41
20002959,1,1,0,0,1,1,4,34250,40923.08,4,38
20002960,1,1,0,2,0,1,4,24350,31023.08,48,45
20002961,1,1,0,0,1,1,4,34250,40923.08,0,52
20002962,1,1,0,0,1,1,4,34250,40923.08,41,34
20002963,1,1,0,0,1,0,4,34250,40923.08,7,43
20002964,1,1,0,0,0,0,4,24350,31023.08,57,50
20002965,1,1,0,0,1,1,4,34250,40923.08,0,38
20002966,1,1,0,0,1,1,4,34250,40923.08,20,49
20002967,1,1,0,0,1,1,4,34250,40923.08,15,43
20002968,1,1,0,2,1,1,4,34250,40923.08,151,43
20002969,1,1,0,0,1,1,4,34250,40923.08,0,42
20002970,1,1,0,0,1,0,4,34250,40923.08,27,45
20002971,1,1,0,0,1,1,4,34250,40923.08,10,48
20002972,1,1,0,0,0,1,4,24350,31023.08,172,41
20002973,1,1,0,0,0,1,4,24350,31023.08,0,40
20002974,1,1,0,2,0,0,4,24350,31023.08,45,51
20002975,1,1,0,0,1,1,4,34250,40923.08,8,41
20002976,1,1,0,0,1,1,4,34250,40923.08,77,38
20002977,1,1,0,0,0,1,4,24350,31023.08,0,49
20002978,1,1,0,0,0,1,4,24350,31023.08,22,45
20002979,1,1,0,2,1,1,4,34250,40923.08,5,48
20002980,1,1,0,0,0,0,4,24350,31023.08,41,48
20002981,1,1,0,0,1,1,4,34250,40923.08,5,46
20002982,1,1,0,2,1,1,4,34250,40923.08,45,47
20002983,1,1,0,2,1,1,4,34250,40923.08,8,44
20002984,1,1,0,0,0,1,4,24350,31023.08,73,44
20002985,1,1,0,0,0,1,4,24350,31023.08,5,40
20002986,1,1,0,0,1,1,4,34250,40923.08,29,41
20002987,1,1,0,0,1,1,4,34250,40923.08,10,39
20002988,1,1,0,0,1,1,4,34250,40923.08,102,38
20002989,1,1,0,0,1,1,4,34250,40923.08,0,37
20002990,1,1,0,0,1,0,4,34250,40923.08,32,39
20002991,1,1,0,2,1,1,4,34250,40923.08,6,39
20002992,1,1,0,0,1,0,4,34250,40923.08,55,40
20002993,1,1,0,2,1,1,4,34250,40923.08,0,41
20002994,1,1,0,0,1,1,4,34250,40923.08,22,41
20002995,1,1,0,0,1,1,4,34250,40923.08,125,40
20002996,1,1,0,2,1,1,4,34250,40923.08,162,41
20002997,1,1,0,0,1,1,4,34250,40923.08,0,40
20002998,1,1,0,0,1,1,4,34250,40923.08,46,38
20002999,1,1,0,0,1,1,4,34250,40923.08,2,41
20003000,1,1,0,0,1,1,4,34250,40923.08,53,40
20003001,1,1,0,0,1,1,4,34250,40923.08,0,39
20003002,1,1,0,0,1,0,4,34250,40923.08,29,39
20003003,1,1,0,0,1,1,4,34250,40923.08,6,36
20003004,1,1,0,0,1,1,4,34250,40923.08,38,41
20003005,1,1,0,0,0,1,4,24350,31023.08,0,58
20003006,1,1,0,2,1,1,4,34250,40923.08,47,47
20003007,1,1,0,0,0,1,4,24350,31023.08,20,68
20003008,1,1,0,0,0,1,4,24350,31023.08,163,67
20003009,1,1,0,0,0,1,4,24350,31023.08,12,69
20003010,1,1,0,0,1,1,4,34250,40923.08,32,47
20003011,1,1,0,0,1,1,4,34250,40923.08,10,51
20003012,1,1,0,0,1,1,4,34250,40923.08,53,65
20003013,1,1,0,0,1,1,4,34250,40923.08,0,64
20003014,1,1,0,0,1,1,4,34250,40923.08,36,44
20003015,1,1,0,0,1,1,4,34250,40923.08,8,47
20003016,1,1,0,0,1,0,4,34250,40923.08,77,47
20003017,1,1,0,0,1,1,4,34250,40923.08,0,52
20003018,1,1,0,0,1,0,4,34250,40923.08,45,47
20003019,1,1,0,0,1,1,4,34250,40923.08,5,46
20003020,1,1,0,0,1,0,4,34250,40923.08,42,44
20003021,1,1,0,2,1,0,4,34250,40923.08,0,42
20003022,1,1,0,2,1,1,4,34250,40923.08,46,41
20003023,1,1,0,0,1,1,4,34250,40923.08,7,44
20003024,1,1,0,2,1,1,4,34250,40923.08,50,62
20003025,1,1,0,0,1,1,4,34250,40923.08,0,41
20003026,1,1,0,2,1,1,4,34250,40923.08,53,46
20003027,1,1,0,0,1,0,4,34250,40923.08,10,42
20003028,1,1,0,2,1,1,4,34250,40923.08,64,41
20003029,1,1,0,0,1,1,4,34250,40923.08,20,44
20003030,1,1,0,2,1,1,4,34250,40923.08,154,43
20003031,1,1,0,0,1,1,4,34250,40923.08,8,42
20003032,1,1,0,0,1,1,4,34250,40923.08,365,42
20003033,1,1,0,0,1,0,4,34250,40923.08,0,45
20003034,1,1,0,2,1,0,4,34250,40923.08,44,44
20003035,1,1,0,0,1,0,4,34250,40923.08,6,44
20003036,1,1,0,0,1,0,4,34250,40923.08,30,44
20003037,1,1,0,0,1,1,4,34250,40923.08,6,42
20003038,1,1,0,0,1,0,4,34250,40923.08,22,45
20003039,1,1,0,0,1,1,4,34250,40923.08,4,38
20003040,1,1,0,0,1,1,4,34250,40923.08,18,44
20003041,1,1,0,0,1,1,4,34250,40923.08,0,55
20003042,1,1,0,0,1,0,4,34250,40923.08,149,43
20003043,1,1,0,0,1,1,4,34250,40923.08,4,42
20003044,1,1,0,0,1,1,4,34250,40923.08,66,44
20003045,1,1,0,0,1,1,4,34250,40923.08,0,46
20003046,1,1,0,0,1,1,4,34250,40923.08,67,40
20003047,1,1,0,0,1,1,4,34250,40923.08,15,46
20003048,1,1,0,0,1,1,4,34250,40923.08,55,41
20003049,1,1,0,0,1,1,4,34250,40923.08,0,42
20003050,1,1,0,0,1,0,4,34250,40923.08,19,42
20003051,1,1,0,0,1,1,4,34250,40923.08,35,43
20003052,1,1,0,0,1,1,4,34250,40923.08,52,42
20003053,1,1,0,0,1,1,4,34250,40923.08,0,40
20003054,1,1,0,0,1,1,4,34250,40923.08,17,46
20003055,1,1,0,0,1,1,4,34250,40923.08,6,44
20003056,1,1,0,2,1,0,4,34250,40923.08,71,43
20003057,1,1,0,2,1,1,4,34250,40923.08,0,52
20003058,1,1,0,0,1,1,4,34250,40923.08,61,45
20003059,1,1,0,0,1,1,4,34250,40923.08,5,53
20003060,1,1,0,0,1,0,4,34250,40923.08,52,44
20003061,1,1,0,0,1,1,4,34250,40923.08,0,48
20003062,1,1,0,0,1,1,4,34250,40923.08,31,45
20003063,1,1,0,2,1,1,4,34250,40923.08,1,58
20003064,1,1,0,2,1,0,4,34250,40923.08,22,42
20003065,1,1,0,0,1,1,4,34250,40923.08,3,35
20003066,1,1,0,0,1,1,4,34250,40923.08,8,44
20003067,1,1,0,0,1,1,4,34250,40923.08,7,59
20003068,1,1,0,2,1,1,4,34250,40923.08,36,50
20003069,1,1,0,0,1,1,4,34250,40923.08,0,43
20003070,1,1,0,0,1,1,4,34250,40923.08,19,41
20003071,1,1,0,2,1,1,4,34250,40923.08,10,45
20003072,1,1,0,0,1,1,4,34250,40923.08,70,41
20003073,1,1,0,0,1,1,4,34250,40923.08,5,40
20003074,1,1,0,0,1,1,4,34250,40923.08,18,40
20003075,1,1,0,2,1,1,4,34250,40923.08,7,41
20003076,1,1,0,0,1,1,4,34250,40923.08,51,38
20003077,1,1,0,0,1,0,4,34250,40923.08,0,43
20003078,1,1,0,0,1,1,4,34250,40923.08,35,40
20003079,1,1,0,0,1,1,4,34250,40923.08,13,42
20003080,1,1,0,0,1,1,4,34250,40923.08,53,56
20003081,1,1,0,2,1,1,4,34250,34250,0,41
20003082,1,1,0,0,1,0,4,34250,40923.08,59,42
20003083,1,1,0,0,1,1,4,34250,40923.08,3,42
20003084,1,1,0,0,1,1,4,34250,40923.08,37,38
20003085,1,1,0,0,1,1,4,34250,40923.08,0,48
20003086,1,1,0,0,1,1,4,34250,40923.08,20,36
20003087,1,1,0,0,1,1,4,34250,40923.08,10,37
20003088,1,1,0,2,1,1,4,34250,40923.08,195,49
20003089,1,1,0,0,1,1,4,34250,40923.08,0,53
20003090,1,1,0,2,1,1,4,34250,40923.08,41,48
20003091,1,1,0,0,1,1,4,34250,40923.08,10,45
20003092,1,1,0,0,1,0,4,34250,40923.08,59,47
20003093,1,1,0,0,1,1,4,34250,40923.08,1,65
20003094,1,1,0,0,1,1,4,34250,40923.08,33,39
20003095,1,1,0,2,1,1,4,34250,40923.08,30,41
20003096,1,1,0,0,1,1,4,34250,40923.08,77,43
20003097,1,1,0,0,1,1,4,34250,40923.08,0,47
20003098,1,1,0,2,1,1,4,34250,40923.08,132,48
20003099,1,1,0,0,1,1,4,34250,40923.08,2,44
20003100,1,1,0,2,1,0,4,34250,40923.08,53,51
20003101,1,1,0,0,1,0,4,34250,40923.08,0,48
20003102,1,1,0,0,1,1,4,34250,40923.08,57,40
20003103,1,1,0,2,1,0,4,34250,40923.08,15,41
20003104,1,1,0,0,1,0,4,34250,40923.08,47,38
20003105,1,1,0,2,1,1,4,34250,40923.08,0,42
20003106,1,1,0,0,1,1,4,34250,40923.08,86,48
20003107,1,1,0,0,1,1,4,34250,40923.08,15,41
20003108,1,1,0,0,1,1,4,34250,40923.08,45,46
20003109,1,1,0,0,1,1,4,34250,40923.08,0,44
20003110,1,1,0,0,1,1,4,34250,40923.08,60,39
20003111,1,1,0,0,1,0,4,34250,40923.08,3,39
20003112,1,1,0,0,1,0,4,34250,40923.08,53,41
20003113,1,1,0,0,1,1,4,34250,40923.08,0,42
20003114,1,1,0,0,1,0,4,34250,40923.08,45,42
20003115,1,1,0,2,1,0,4,34250,40923.08,5,48
20003116,1,1,0,2,1,0,4,34250,40923.08,172,46
20003117,1,1,0,0,1,0,4,34250,40923.08,10,38
20003118,1,1,0,2,1,0,4,34250,40923.08,135,51
20003119,1,1,0,0,1,0,4,34250,40923.08,6,48
20003120,1,1,0,0,1,0,4,34250,40923.08,179,44
20003121,1,1,0,0,1,1,4,34250,40923.08,22,37
20003122,1,1,0,0,1,1,4,34250,40923.08,54,66
20003123,1,1,0,0,1,0,4,34250,40923.08,30,37
20003124,1,1,0,0,1,1,4,34250,40923.08,142,56
20003125,1,1,0,2,1,1,4,34250,40923.08,0,62
20003126,1,1,0,0,1,1,4,34250,40923.08,30,47
20003127,1,1,0,0,1,1,4,34250,40923.08,10,39
20003128,1,1,0,0,1,1,4,34250,40923.08,62,37
20003129,1,1,0,0,1,1,4,34250,40923.08,0,41
20003130,1,1,0,0,1,1,4,34250,40923.08,17,50
20003131,1,1,0,0,1,0,4,34250,40923.08,120,44
20003132,1,1,0,2,1,1,4,34250,40923.08,63,41
20003133,1,1,0,0,1,0,4,34250,40923.08,0,42
20003134,1,1,0,0,1,1,4,34250,40923.08,50,43
20003135,1,1,0,0,1,1,4,34250,40923.08,21,44
20003136,1,1,0,0,1,1,4,34250,40923.08,34,40
20003137,1,1,0,0,1,0,4,34250,40923.08,0,38
20003138,1,1,0,0,1,1,4,34250,40923.08,46,43
20003139,1,1,0,0,1,1,4,34250,42461.54,45,55
20003140,1,1,0,0,1,1,4,34250,40923.08,55,41
20003141,1,1,0,0,1,1,4,34250,40923.08,0,45
20003142,1,1,0,0,1,1,4,34250,42461.54,146,39
20003143,1,1,0,0,1,1,4,34250,40923.08,3,40
20003144,1,1,0,0,1,1,4,34250,42461.54,60,41
20003145,1,1,0,0,1,0,4,34250,42461.54,0,41
20003146,1,1,0,0,1,1,4,34250,42461.54,55,41
20003147,1,1,0,0,1,1,4,34250,42461.54,5,40
20003148,1,1,0,0,1,1,4,34250,40923.08,52,48
20003149,1,1,0,2,1,1,4,34250,40923.08,2,59
20003150,1,1,0,2,1,1,4,34250,40923.08,23,58
20003151,1,1,0,0,1,1,4,34250,42461.54,7,49
20003152,1,1,0,0,1,0,4,34250,42461.54,73,36
20003153,1,1,0,0,1,1,4,34250,42461.54,0,60
20003154,1,1,0,0,1,1,4,34250,42461.54,32,40
20003155,1,1,0,0,1,1,4,34250,42461.54,10,45
20003156,1,1,0,0,1,1,4,34250,42461.54,184,46
20003157,1,1,0,2,1,1,4,34250,42461.54,0,52
20003158,1,1,0,2,1,0,4,34250,42461.54,40,50
20003159,1,1,0,0,1,1,4,34250,42461.54,3,45
20003160,1,1,0,2,1,1,4,34250,42461.54,69,60
20003161,1,1,0,0,1,1,4,34250,42461.54,14,45
20003162,1,1,0,2,1,1,4,34250,42461.54,14,43
20003163,1,1,0,0,1,1,4,34250,42461.54,12,41
20003164,1,1,0,0,1,1,4,34250,42461.54,150,46
20003165,1,1,0,2,1,1,4,34250,42461.54,0,42
20003166,1,1,0,0,1,1,4,34250,42461.54,33,45
20003167,1,1,0,2,1,1,4,34250,42461.54,3,51
20003168,1,1,0,0,1,0,4,34250,42461.54,27,47
20003169,1,1,0,2,1,0,4,34250,42461.54,0,44
20003170,1,1,0,2,1,1,4,34250,42461.54,33,46
20003171,1,1,0,0,1,1,4,34250,42461.54,7,51
20003172,1,1,0,0,1,1,4,34250,42461.54,53,44
20003173,1,1,0,0,1,1,4,34250,42461.54,0,42
20003174,1,1,0,0,1,1,4,34250,42461.54,32,51
20003175,1,1,0,2,1,1,4,34250,42461.54,2,52
20003176,1,1,0,0,1,1,4,34250,42461.54,22,39
20003177,1,1,0,0,1,0,4,34250,42461.54,2,61
20003178,1,1,0,0,1,1,4,34250,42461.54,145,46
20003179,1,1,0,0,1,0,4,34250,42461.54,3,58
20003180,1,1,0,0,1,1,4,34250,42461.54,35,40
20003181,1,1,0,0,1,0,4,34250,40923.08,0,39
20003182,1,1,0,0,1,1,4,34250,40923.08,39,36
20003183,1,1,0,0,1,1,4,34250,40923.08,127,39
20003184,1,1,0,0,1,0,4,34250,40923.08,77,37
20003185,1,1,0,0,1,1,4,34250,40923.08,0,46
20003186,1,1,0,0,1,1,4,34250,40923.08,60,41
20003187,1,1,0,2,1,1,4,34250,40923.08,15,41
20003188,1,1,0,0,1,1,4,34250,40923.08,64,43
20003189,1,1,0,0,1,1,4,34250,40923.08,0,39
20003190,1,1,0,0,1,1,4,34250,40923.08,34,40
20003191,1,1,0,0,1,0,4,34250,40923.08,9,44
20003192,1,1,0,0,1,1,4,34250,40923.08,33,40
20003193,1,1,0,0,1,1,4,34250,40923.08,0,40
20003194,1,1,0,0,1,1,4,34250,40923.08,167,34
20003195,1,1,0,0,1,1,4,34250,40923.08,4,40
20003196,1,1,0,0,1,1,4,34250,40923.08,12,40
20003197,1,1,0,0,1,1,4,34250,40923.08,0,40
20003198,1,1,0,0,1,0,4,34250,40923.08,60,38
20003199,1,1,0,0,1,1,4,34250,40923.08,12,38
20003200,1,1,0,0,1,0,4,34250,40923.08,56,38
20003201,1,1,0,0,1,1,4,34250,40923.08,0,38
20003202,1,1,0,0,1,1,4,34250,40923.08,41,38
20003203,1,1,0,0,1,1,4,34250,40923.08,10,39
20003204,1,1,0,0,1,0,4,34250,40923.08,16,39
20003205,1,1,0,0,1,1,4,34250,42461.54,32,41
20003206,1,1,0,0,1,0,4,34250,40923.08,131,48
20003207,1,1,0,0,1,1,4,34250,40923.08,12,37
20003208,1,1,0,0,1,0,4,34250,42461.54,33,37
20003209,1,1,0,0,1,0,4,34250,40923.08,0,38
20003210,1,1,0,0,1,1,4,34250,42461.54,40,38
20003211,1,1,0,2,1,1,4,34250,42461.54,14,57
20003212,1,1,0,0,1,0,4,34250,42461.54,169,43
20003213,1,1,0,0,1,1,4,34250,42461.54,0,39
20003214,1,1,0,2,1,1,4,34250,40923.08,54,49
20003215,1,1,0,2,1,1,4,34250,40923.08,3,44
20003216,1,1,0,0,1,1,4,34250,40923.08,23,40
20003217,1,1,0,0,1,1,4,34250,40923.08,0,38
20003218,1,1,0,0,1,1,4,34250,40923.08,34,47
20003219,1,1,0,0,1,1,4,34250,40923.08,43,45
20003220,1,1,0,0,1,0,4,34250,40923.08,63,48
20003221,1,1,0,0,1,1,4,34250,40923.08,0,44
20003222,1,1,0,0,1,1,4,34250,40923.08,22,49
20003223,1,1,0,0,1,1,4,34250,40923.08,8,48
20003224,1,1,0,0,1,1,4,34250,40923.08,35,47
20003225,1,1,0,0,1,1,4,34250,40923.08,0,47
20003226,1,1,0,0,1,1,4,34250,40923.08,74,49
20003227,1,1,0,0,1,1,4,34250,40923.08,30,34
20003228,1,1,0,0,1,1,4,34250,40923.08,50,41
20003229,1,1,0,0,1,1,4,34250,40923.08,0,44
20003230,1,1,0,2,1,0,4,34250,40923.08,33,47
20003231,1,1,0,2,1,1,4,34250,40923.08,10,51
20003232,1,1,0,0,1,1,4,34250,40923.08,28,46
